,fighter_1,weight_1,reach_1,age_1,slpm_1,sapm_1,td_avg_1,sub_avg_1,strk_acc_1,strk_def_1,td_acc_1,td_def_1,wins_1,losses_1,fighter_2,weight_2,reach_2,age_2,slpm_2,sapm_2,td_avg_2,sub_avg_2,strk_acc_2,strk_def_2,td_acc_2,td_def_2,wins_2,losses_2,result,SUB_OVR,KO_OVR
383,JanBlachowicz,205,78,39,3.59,2.79,1.14,0.2,49,53,53,65,28,9,AleksandarRakic,205,78,30,4.23,2.23,0.75,0.2,52,52,25,90,14,2,-2,0,1
384,RyanSpann,205,79,31,3.43,3.54,1.58,1.6,44,47,38,60,19,7,IonCutelaba,205,75,29,4.91,3.43,4.39,0.0,42,47,60,79,16,6,1,1,0
385,DaveyGrant,135,69,37,4.55,3.75,1.77,0.1,44,57,44,60,13,6,LouisSmolka,135,68,31,4.54,3.87,1.81,1.9,47,52,37,31,17,8,1,0,1
386,KatlynChookagian,125,68,34,4.59,4.3,0.31,0.4,35,62,16,55,17,4,AmandaRibas,125,66,29,4.65,2.17,1.99,1.5,42,70,47,86,11,2,-2,0,0
387,FrankCamacho,155,10,33,6.67,7.31,1.17,0.0,46,52,45,72,22,9,ManuelTorres,155,10,27,1.54,2.31,0.0,0.0,59,75,0,0,12,2,0,0,1
388,JakeHadley,125,70,26,3.18,2.57,1.83,3.7,43,74,0,33,8,0,AllanNascimento,125,69,31,4.33,3.3,0.5,1.0,68,46,9,16,18,6,0,0,0
389,VivianeAraujo,125,68,36,5.14,5.48,2.1,0.3,47,59,60,94,10,3,AndreaLee,125,69,33,5.74,3.78,1.77,0.8,48,65,50,58,13,5,-2,0,0
390,MichaelJohnson,155,10,36,4.21,3.82,0.49,0.1,38,58,45,77,20,17,AlanPatrick,155,11,39,1.76,2.9,3.24,0.3,40,44,35,46,15,3,1,0,1
391,VirnaJandiroba,115,64,34,2.81,3.62,2.14,1.4,41,57,39,76,17,3,AngelaHill,115,64,37,5.56,5.15,0.57,0.1,49,62,30,78,13,11,-2,0,0
392,TatsuroTaira,125,70,22,0.0,0.0,0.0,0.0,0,0,0,0,10,0,CarlosCandelario,125,68,31,4.37,4.17,2.5,0.0,49,46,31,47,8,1,1,0,0
393,NickMaximov,185,76,25,1.78,1.73,5.67,0.3,54,39,47,0,8,0,AndrePetroski,185,73,31,4.22,2.0,4.29,3.8,64,52,47,0,7,2,0,1,0
394,GloverTeixeira,205,76,43,3.72,3.83,2.11,1.1,48,54,39,60,33,7,JiriProchazka,205,80,30,7.19,6.8,0.98,0.0,52,48,0,50,28,3,0,1,0
395,ValentinaShevchenko,125,66,34,3.21,1.87,2.62,0.3,52,64,64,77,22,3,TailaSantos,125,68,29,3.71,2.23,2.44,1.1,50,63,86,88,19,1,-2,0,0
396,ZhangWeili,115,63,33,5.47,4.13,1.75,0.3,45,52,31,60,21,3,JoannaJedrzejczyk,115,65,35,6.3,3.08,0.28,0.1,48,64,62,81,16,4,-2,0,0
397,AndreFialho,170,74,28,4.23,6.75,0.0,0.0,43,48,0,75,16,4,JakeMatthews,170,11,28,3.03,2.16,1.93,0.6,44,61,41,66,17,5,0,0,1
398,JackDellaMaddalena,170,11,26,8.4,4.95,0.0,0.0,49,64,0,75,11,2,RamazanEmeev,170,10,35,2.52,2.02,2.29,0.6,45,66,29,66,20,5,1,0,1
399,SeungWooChoi,145,74,30,3.38,2.91,0.88,0.0,40,43,57,66,10,4,JoshCulibao,145,10,28,2.92,3.05,0.0,0.4,43,54,0,86,9,1,1,0,0
400,Maheshate,155,71,23,3.27,3.2,0.0,0.0,29,56,0,0,8,1,SteveGarcia,155,75,30,4.46,2.2,1.91,0.5,58,42,44,0,12,4,1,0,1
401,BrendanAllen,185,75,27,4.39,4.59,1.04,1.7,54,44,33,50,18,5,JacobMalkoun,185,73,27,3.53,2.64,6.93,1.0,57,45,35,0,6,1,1,0,0
402,KyungHoKang,135,73,35,2.56,2.36,2.23,0.9,45,57,59,68,17,9,BatgerelDanaa,135,70,33,5.66,3.45,0.53,0.0,37,56,50,57,12,3,1,0,0
403,LiangNa,115,67,26,2.94,3.71,6.96,2.3,70,25,75,0,19,5,SilvanaGomezJuarez,115,65,38,1.95,2.26,0.0,0.0,41,40,0,16,10,4,-2,0,0
404,RamonaPascual,145,66,34,3.47,6.53,3.0,0.0,52,55,30,0,6,3,JoselyneEdwards,145,70,27,3.47,2.96,0.33,0.3,54,44,16,47,10,4,-2,0,0
405,CalvinKattar,145,11,34,5.19,7.64,0.51,0.1,41,52,29,89,23,5,JoshEmmett,145,70,37,4.28,4.1,1.25,0.1,39,62,47,58,17,2,0,0,0
406,DonaldCerrone,155,73,39,4.43,4.49,1.18,1.2,46,53,33,74,36,16,JoeLauzon,155,10,38,2.84,5.39,2.39,2.0,39,54,45,54,28,16,-2,0,0
407,TimMeans,170,75,38,5.06,3.58,0.92,0.2,48,61,39,66,32,12,KevinHolland,170,81,30,3.84,2.38,0.87,0.5,55,55,45,49,22,7,0,1,0
408,JoaquinBuckley,185,10,28,3.94,3.88,2.0,0.0,36,51,35,40,14,4,AlbertDuraev,185,11,33,3.95,2.33,1.62,1.6,51,56,20,50,15,3,1,0,1
409,DamirIsmagulov,155,10,31,3.75,1.9,1.75,0.0,43,65,36,0,23,1,GuramKutateladze,155,11,30,2.47,3.47,0.0,0.0,43,58,0,68,12,2,1,0,0
410,JulianMarquez,185,72,32,4.2,3.13,0.0,3.2,45,55,0,53,9,2,GregoryRodrigues,185,75,30,5.28,5.87,2.59,0.7,53,52,53,0,11,4,0,0,1
411,AdrianYanez,135,70,29,6.35,5.52,0.0,0.0,39,60,0,0,15,3,TonyKelley,135,70,35,5.58,4.43,0.0,1.5,47,45,0,52,8,2,1,0,1
412,JasmineJasudavicius,125,68,33,4.0,3.63,3.0,0.0,43,53,60,85,7,1,NataliaSilva,125,65,25,0.0,0.0,0.0,0.0,0,0,0,0,12,5,-2,0,0
413,CourtMcGee,170,11,38,4.69,3.69,1.87,0.5,37,60,25,69,22,10,JeremiahWells,170,74,36,3.55,1.58,1.48,1.5,50,20,12,0,10,2,0,0,1
414,RicardoRamos,145,72,27,3.32,3.84,2.61,0.6,38,57,58,72,15,4,DannyChavez,145,67,35,2.87,3.84,2.0,0.0,38,50,60,87,11,4,1,0,1
415,MariaOliveira,115,69,26,4.1,5.37,0.0,0.0,37,46,0,50,12,5,GloriadePaula,115,67,27,4.2,2.91,0.33,0.7,52,65,20,68,6,4,-2,0,0
416,EddieWineland,135,69,38,3.4,3.66,0.34,0.1,29,69,33,86,24,15,CodyStamann,135,64,33,4.02,3.39,2.78,0.0,46,63,42,75,19,5,0,0,1
417,PhilHawes,185,77,33,4.2,3.43,2.42,0.3,56,51,33,0,11,3,DeronWinn,185,70,33,4.74,5.17,4.98,0.0,47,50,52,0,7,2,1,0,1
418,RomanDolidze,185,76,34,2.36,1.4,2.74,1.5,48,64,52,37,9,1,KyleDaukaus,185,76,29,3.04,2.49,2.4,2.2,54,40,31,86,11,2,1,0,1
419,RafaelDosAnjos,155,70,38,3.62,3.24,1.99,0.6,46,61,37,58,31,13,RafaelFiziev,155,71,29,5.35,5.57,0.48,0.0,52,50,50,95,11,1,0,0,1
420,CaioBorralho,185,10,29,3.66,1.7,1.96,0.0,64,65,80,75,11,1,ArmenPetrosyan,185,71,32,7.56,3.39,0.0,0.0,55,54,0,37,7,1,1,0,0
421,DouglasSilvadeAndrade,135,68,37,3.83,4.19,0.64,0.3,39,57,45,68,28,4,SaidNurmagomedov,135,70,30,4.75,2.35,0.44,0.4,46,61,7,77,15,2,0,0,0
422,JaredVanderaa,265,80,30,4.52,4.78,0.27,0.0,47,44,0,20,12,8,ChaseSherman,250,78,33,6.08,6.32,0.0,0.0,45,51,0,66,15,10,0,0,1
423,CynthiaCalvillo,125,64,35,4.27,4.1,1.75,1.0,40,64,43,73,9,4,NinaNunes,125,64,37,4.64,3.5,0.28,0.6,47,53,40,76,10,7,-2,0,0
424,MichaelJohnson,155,10,36,4.19,3.78,0.52,0.1,38,58,47,78,21,17,JamieMullarkey,155,74,28,3.42,5.05,3.38,0.3,43,47,32,57,14,5,0,0,0
425,AiemannZahabi,135,68,35,2.82,3.91,0.33,0.0,40,65,16,72,8,2,RickyTurcios,135,71,29,7.0,4.23,1.0,0.0,45,58,22,45,12,2,1,0,0
426,AntoninaShevchenko,125,67,38,3.89,3.05,0.51,0.5,56,51,50,52,9,4,CortneyCasey,125,67,35,4.46,4.03,0.26,0.5,39,55,27,38,10,9,-2,0,0
427,CodyBrundage,185,72,28,2.42,2.75,1.42,1.4,60,48,25,68,7,2,TreseanGore,185,75,28,3.8,7.47,2.0,1.0,60,41,66,87,4,1,1,0,1
428,DavidOnama,145,11,28,6.49,6.86,0.0,0.0,51,47,0,42,9,1,GarrettArmfield,145,70,26,0.0,0.0,0.0,0.0,0,0,0,0,8,2,1,1,0
429,KennedyNzechukwu,205,83,30,5.13,4.9,0.0,0.0,44,51,0,80,9,3,KarlRoberson,205,74,32,2.89,2.56,0.85,0.6,52,58,57,47,9,5,1,0,1
430,RonnieLawrence,135,68,30,3.54,1.62,9.15,0.3,57,55,78,0,8,1,SaidyokubKakhramonov,135,69,27,2.46,0.82,2.05,4.1,55,61,28,87,9,2,0,0,0
431,BrianOrtega,145,69,31,4.15,6.69,0.87,1.2,38,49,24,56,15,2,YairRodriguez,145,11,30,4.65,4.09,0.86,0.8,45,53,28,60,14,3,-2,0,0
432,MichelleWaterson-Gomez,115,62,36,3.57,4.13,1.4,0.8,48,50,32,67,18,9,AmandaLemos,115,65,35,5.14,4.42,1.22,0.3,57,48,57,88,11,2,-2,0,0
433,LiJingliang,170,71,34,4.42,3.74,1.25,0.0,42,58,39,58,18,7,MuslimSalikhov,170,11,38,3.13,2.36,1.12,0.0,48,68,38,81,18,2,1,0,1
434,MattSchnell,125,70,32,4.26,4.23,0.38,0.9,38,59,33,50,15,6,Sumudaerji,125,72,26,4.49,2.19,0.4,0.8,51,68,0,77,16,4,1,1,0
435,ShaneBurgos,145,11,31,7.95,6.69,0.24,0.1,52,57,0,91,14,3,CharlesJourdain,145,69,27,5.6,4.53,0.0,0.6,49,60,0,46,13,4,1,0,0
436,LaurenMurphy,125,67,39,3.58,4.35,1.03,0.1,38,59,34,65,15,5,MieshaTate,125,65,36,2.41,2.87,1.99,1.4,43,52,31,53,19,8,-2,0,0
437,PunaheleSoriano,185,11,30,4.03,3.56,1.13,0.0,47,52,66,35,8,2,DalchaLungiambula,185,76,35,3.3,3.72,2.19,0.0,44,53,50,75,11,4,1,0,1
438,RickySimon,135,69,30,3.04,3.0,6.76,0.4,43,64,54,72,19,3,JackShore,135,71,27,4.18,2.27,4.13,0.7,59,60,41,84,16,0,1,1,0
439,BillAlgeo,145,73,33,5.88,4.43,0.8,0.0,53,43,44,55,15,6,HerbertBurns,145,73,34,1.67,5.02,4.64,2.8,45,33,83,75,11,3,1,0,1
440,DustinJacoby,205,76,34,5.3,3.75,0.39,0.0,46,58,42,58,17,5,Da-UnJung,205,78,29,4.03,3.77,2.6,0.3,44,55,61,88,15,2,1,0,1
441,DwightGrant,185,76,38,3.26,2.55,0.72,0.0,34,61,0,68,11,5,DustinStoltzfus,185,75,31,2.87,3.08,1.7,0.7,41,47,33,46,13,4,0,0,0
442,JessicaPenne,115,67,39,2.41,4.34,1.57,0.7,34,47,25,40,14,6,EmilyDucote,115,63,28,0.0,0.0,0.0,0.0,0,0,0,0,11,6,-2,0,0
443,CurtisBlaydes,265,80,31,3.52,1.68,6.06,0.0,51,60,53,33,16,3,TomAspinall,256,78,29,7.33,2.65,4.07,2.0,65,64,0,0,12,2,-2,0,0
444,JackHermansson,185,77,34,4.97,3.83,1.73,0.5,44,54,30,75,22,7,ChrisCurtis,185,10,35,7.23,6.28,0.0,0.0,65,48,0,0,29,8,1,0,0
445,PaddyPimblett,155,10,27,6.07,3.89,1.82,1.8,57,46,25,0,18,3,JordanLeavitt,155,71,27,2.49,1.82,1.8,1.4,61,53,26,33,10,1,1,1,0
446,NikitaKrylov,205,77,30,4.35,2.44,1.43,1.3,56,43,35,54,27,9,AlexanderGustafsson,205,79,35,4.02,3.42,1.54,0.4,40,51,39,83,18,7,1,0,1
447,MollyMcCann,125,62,32,5.83,4.93,1.79,0.6,50,64,36,34,12,4,HannahGoldy,115,61,30,6.05,4.85,0.61,0.3,47,50,33,50,6,2,-2,0,0
448,PaulCraig,205,76,35,2.51,2.49,2.13,2.0,51,48,26,50,16,4,VolkanOezdemir,205,75,33,4.75,4.27,0.31,0.0,45,53,18,80,17,6,0,0,0
449,MasonJones,155,10,27,6.71,5.59,4.43,0.0,45,46,52,78,11,1,LudovitKlein,155,72,27,3.58,4.22,1.38,0.0,55,45,36,80,18,4,0,0,0
450,MarcDiakiese,155,10,29,2.84,2.56,3.17,0.0,39,53,42,62,15,5,DamirHadzovic,155,70,36,3.92,3.7,0.92,0.2,48,62,62,37,14,6,1,0,0
451,NathanielWood,145,69,29,6.28,4.36,1.29,0.9,46,53,46,75,17,5,CharlesRosa,145,69,36,3.05,3.62,1.64,1.0,36,48,37,38,14,7,1,0,0
452,MakwanAmirkhani,145,10,34,1.36,2.41,4.08,1.2,43,51,43,50,17,7,JonathanPearce,145,71,30,4.98,4.1,6.79,1.3,52,48,58,60,12,4,0,0,1
453,MuhammadMokaev,125,70,22,2.07,1.03,0.0,5.5,40,80,0,0,7,0,CharlesJohnson,125,70,31,0.0,0.0,0.0,0.0,0,0,0,0,11,2,1,0,0
454,JaiHerbert,155,77,34,2.47,2.9,0.0,0.0,36,45,0,42,11,4,KyleNelson,155,11,31,3.63,6.82,0.96,1.9,41,47,12,60,13,4,1,0,0
455,MandyBohm,125,71,33,2.4,5.8,0.0,0.0,33,55,0,0,7,1,VictoriaLeonardo,125,64,32,3.71,5.14,1.56,0.0,41,45,27,66,8,5,-2,0,0
456,ClaudioSilva,170,11,40,2.81,3.0,2.63,1.3,41,44,25,50,14,3,NicolasDalby,170,11,38,3.26,3.56,1.25,0.0,38,54,29,65,19,4,0,0,0
457,JuliannaPena,135,69,33,3.36,2.02,2.43,0.9,49,53,55,22,12,4,AmandaNunes,135,69,34,4.55,2.81,2.46,0.8,51,55,54,82,21,5,-2,0,0
458,BrandonMoreno,125,70,29,3.54,3.31,1.84,0.7,39,57,47,69,19,6,KaiKara-France,125,69,29,4.84,3.51,0.43,0.0,40,65,21,86,24,9,1,0,1
459,DerrickLewis,260,79,37,2.56,2.51,0.6,0.0,50,41,28,55,26,9,SergeiPavlovich,257,84,30,6.08,4.45,0.0,0.0,50,46,0,66,15,1,0,0,1
460,AlexandrePantoja,125,67,32,4.24,3.34,1.26,1.1,48,55,38,67,24,5,AlexPerez,125,65,30,4.62,3.08,2.92,1.3,47,61,45,87,24,6,1,1,0
461,MagomedAnkalaev,205,75,30,3.49,2.13,1.01,0.0,54,61,33,85,17,1,AnthonySmith,205,76,34,3.03,4.31,0.46,0.8,47,42,28,48,36,16,1,0,1
462,AlexMorono,170,11,32,5.21,3.93,0.35,0.3,42,56,25,53,21,7,MatthewSemelsberger,170,75,30,5.01,4.55,0.99,0.3,48,59,0,42,10,3,1,0,0
463,DrewDober,155,70,34,4.4,4.23,0.8,0.1,40,52,17,53,24,11,RafaelAlves,155,68,32,2.1,3.56,0.0,1.8,47,58,0,60,20,10,1,0,1
464,Don'TaleMayes,260,81,30,3.75,3.83,1.32,0.0,46,42,53,62,9,4,HamdyAbdelwahab,264,72,29,0.0,0.0,0.0,0.0,0,0,0,0,5,0,0,0,0
465,DrakkarKlose,155,70,34,4.42,3.61,1.77,0.0,55,53,33,68,12,2,RafaGarcia,155,70,28,3.54,4.94,4.1,0.6,36,54,48,72,14,2,1,0,0
466,MichaelMorales,170,79,23,4.14,3.14,3.14,0.0,48,36,44,85,13,0,AdamFugitt,170,77,33,0.0,0.0,0.0,0.0,0,0,0,0,8,2,1,0,1
467,JoselyneEdwards,145,70,27,5.33,3.27,0.25,0.2,57,43,11,63,11,4,JiYeonKim,125,72,33,5.86,5.64,0.0,0.0,36,56,0,36,9,5,-2,0,0
468,NicolaeNegumereanu,205,78,28,3.39,5.92,0.65,0.0,39,38,18,62,12,1,IhorPotieria,205,75,26,4.89,5.7,0.0,0.0,72,32,0,0,19,2,1,0,1
469,OrionCosce,170,11,28,3.7,3.12,1.87,0.0,55,52,42,70,7,1,BloodDiamond,170,11,34,0.22,3.24,0.0,0.0,33,21,0,80,3,1,1,0,0
470,ThiagoSantos,205,76,38,3.77,2.37,0.54,0.1,47,55,36,65,22,10,JamahalHill,205,79,31,7.06,3.71,0.0,0.0,51,45,0,60,10,1,0,0,1
471,VicenteLuque,170,11,31,5.3,5.18,0.54,0.8,53,53,50,61,21,8,GeoffNeal,170,11,32,4.63,4.91,0.5,0.2,49,62,50,85,14,4,0,0,1
472,MohammedUsman,239,79,33,0.0,0.0,0.0,0.0,0,0,0,0,8,2,ZacPauga,225,76,34,0.0,0.0,0.0,0.0,0,0,0,0,6,0,1,0,1
473,BroganWalker,125,67,34,0.0,0.0,0.0,0.0,0,0,0,0,8,2,JulianaMiller,125,66,26,0.0,0.0,0.0,0.0,0,0,0,0,3,1,-2,0,0
474,AugustoSakai,265,77,31,5.04,4.09,0.14,0.0,48,49,33,68,15,4,SergheiSpivac,260,78,27,3.79,3.22,3.29,0.2,49,54,60,70,14,3,0,0,1
475,ArianeLipski,125,67,28,3.33,3.9,0.19,0.4,36,51,20,55,14,7,PriscilaCachoeira,125,65,34,4.46,7.91,0.21,0.0,43,45,33,65,11,4,-2,0,0
476,SamAlvey,185,75,36,3.3,3.57,0.07,0.1,44,53,16,82,33,17,MichalOleksiejczuk,205,74,27,4.75,4.27,0.73,0.0,49,64,42,47,16,5,0,0,1
477,TerranceMcKinney,155,10,28,4.11,1.77,4.84,1.2,59,56,44,0,12,4,ErickGonzalez,155,11,30,2.68,6.11,2.87,0.0,37,33,50,50,14,6,1,1,0
478,BryanBattle,170,77,28,7.1,4.58,1.35,0.7,56,40,22,55,8,1,TakashiSato,170,10,32,2.28,4.16,0.35,0.0,38,44,50,60,16,5,1,0,1
479,JasonWitt,170,10,36,2.26,2.63,6.89,1.0,47,50,48,0,19,8,JoshQuinlan,170,72,29,6.6,2.55,0.0,0.0,72,33,0,0,5,0,-2,0,0
480,CoryMcKenna,115,58,23,3.64,3.71,1.33,0.0,41,45,44,71,6,2,MirandaGranger,115,68,30,2.91,2.64,0.0,0.0,48,59,0,40,7,2,-2,0,0
481,MayraBuenoSilva,135,66,31,4.25,4.98,0.0,1.3,54,59,0,69,8,2,StephanieEgger,135,68,34,1.69,1.69,2.87,0.6,52,54,41,33,7,2,-2,0,0
482,MarlonVera,135,70,30,4.33,4.99,0.73,1.1,51,50,42,68,19,7,DominickCruz,135,68,37,3.82,2.56,2.88,0.1,33,71,43,83,24,3,1,0,1
483,NateLandwehr,145,72,34,6.51,5.96,0.48,1.0,52,51,50,87,15,4,DavidOnama,145,11,28,5.61,5.58,1.09,0.5,48,52,22,50,10,1,1,0,0
484,YazminJauregui,115,64,23,0.0,0.0,0.0,0.0,0,0,0,0,8,0,IasminLucindo,115,66,20,0.0,0.0,0.0,0.0,0,0,0,0,13,4,-2,0,0
485,DevinClark,205,75,32,3.08,2.54,2.48,0.1,57,46,35,53,13,6,AzamatMurzakanov,205,10,33,2.69,3.42,1.09,0.0,43,56,16,0,11,0,0,0,1
486,PriscilaCachoeira,125,65,34,4.46,7.91,0.21,0.0,43,45,33,65,11,4,ArianeLipski,125,67,28,3.33,3.9,0.19,0.4,36,51,20,55,14,7,-2,0,0
487,BrunoSilva,185,74,33,4.94,4.79,0.89,0.0,51,37,18,68,22,7,GeraldMeerschaert,185,77,35,3.04,3.53,2.25,1.8,44,51,40,29,34,15,0,1,0
488,AngelaHill,115,64,37,5.34,4.92,0.59,0.1,49,63,31,76,13,12,LoopyGodinez,115,61,29,2.23,1.73,5.37,0.9,57,58,46,80,8,2,-2,0,0
489,MartinBuday,265,77,31,4.77,2.17,0.0,0.0,72,50,0,0,10,1,LukaszBrzeski,236,78,30,5.78,3.1,2.17,2.2,53,51,66,0,8,1,1,0,0
490,CynthiaCalvillo,125,64,35,4.27,4.1,1.75,1.0,40,64,43,73,9,4,NinaNunes,125,64,37,4.64,3.5,0.28,0.6,47,53,40,76,10,7,-2,0,0
491,GabrielBenitez,155,71,34,4.6,3.98,0.14,1.1,40,65,50,58,22,11,CharlieOntiveros,155,74,31,0.7,4.6,0.0,0.0,32,26,0,25,11,8,1,0,1
492,OdeOsbourne,125,73,30,4.82,4.99,1.05,0.5,44,42,25,66,11,4,TysonNam,125,68,39,3.64,5.69,0.0,0.0,31,64,0,0,20,12,0,0,1
493,JasonWitt,170,10,36,2.26,2.63,6.89,1.0,47,50,48,0,19,8,JoshQuinlan,170,72,29,6.6,2.55,0.0,0.0,72,33,0,0,5,0,0,0,1
494,YoussefZalal,135,10,26,2.51,1.74,2.33,1.2,50,64,29,56,10,5,Da'MonBlackshear,135,10,28,0.0,0.0,0.0,0.0,0,0,0,0,12,4,-2,0,0
495,KamaruUsman,170,76,35,4.66,2.59,3.0,0.1,52,58,49,0,20,1,LeonEdwards,170,74,31,2.62,2.15,1.48,0.3,49,55,35,70,19,3,0,0,1
496,PauloCosta,185,72,31,6.85,7.02,0.21,0.0,59,48,50,80,13,2,LukeRockhold,185,77,38,4.18,2.43,0.67,1.1,48,56,30,68,16,5,1,0,0
497,JoseAldo,135,70,36,3.61,3.74,0.51,0.2,46,60,54,90,31,7,MerabDvalishvili,135,68,31,4.26,2.28,7.3,0.3,41,60,45,78,14,4,0,0,0
498,WuYanan,135,66,26,4.42,5.05,0.7,0.2,40,49,30,68,13,5,LuciePudilova,135,67,28,4.15,4.09,0.16,0.6,36,52,12,61,13,7,-2,0,0
499,TysonPedro,205,79,31,2.89,2.36,0.66,1.3,64,51,25,52,8,3,HarryHunsucker,205,75,33,3.83,6.7,0.0,2.4,52,42,0,0,7,5,1,0,1
500,MarcinTybura,249,78,37,3.65,3.44,1.54,0.1,49,54,32,82,22,7,AlexandrRomanov,262,75,32,4.23,1.35,6.46,1.6,52,43,69,20,16,0,1,0,0
501,LeonardoSantos,155,75,42,2.88,2.77,1.01,0.3,47,59,29,86,18,6,JaredGordon,155,68,34,5.24,3.2,2.22,0.0,57,58,39,54,18,5,0,0,0
502,SeanWoodson,145,78,30,5.75,3.76,0.0,0.6,44,59,0,82,9,1,LuisSaldana,145,11,31,4.92,3.32,0.54,0.3,50,62,20,44,16,7,-2,0,0
503,AJFletcher,170,10,25,2.53,2.53,4.31,1.7,55,55,62,0,9,1,AngeLoosa,170,10,29,5.07,8.3,0.5,0.5,38,48,16,0,8,3,0,0,0
504,AmirAlbazi,125,68,29,4.06,3.15,2.28,0.8,40,58,75,66,14,1,FranciscoFigueiredo,125,68,33,1.98,2.59,2.88,0.5,60,63,75,82,13,4,1,1,0
505,Aoriqileng,135,69,29,6.65,7.77,2.29,0.0,46,49,62,54,23,9,JayPerrin,135,67,29,2.83,3.7,3.0,0.0,41,44,60,54,10,5,1,0,0
506,DanielDaSilva,125,70,26,3.4,7.36,2.12,0.0,77,22,33,0,11,3,VictorAltamirano,125,70,31,5.97,5.23,2.5,0.0,57,50,41,72,10,2,0,0,1
507,NateDiaz,170,76,37,4.51,3.73,1.1,1.3,45,52,30,41,21,13,TonyFerguson,155,11,38,5.12,3.81,0.41,1.1,45,58,42,66,26,7,1,1,0
508,KhamzatChimaev,170,75,28,7.89,4.3,3.23,2.7,59,41,66,0,11,0,KevinHolland,170,81,30,3.9,2.41,0.84,0.6,54,55,43,50,23,7,1,1,0
509,LiJingliang,170,71,34,4.39,3.66,1.27,0.0,42,58,40,60,19,7,DanielRodriguez,170,74,36,8.06,5.38,0.84,0.2,50,57,55,76,16,2,0,0,0
510,IreneAldana,135,68,34,5.61,5.94,0.22,0.1,39,60,50,84,13,6,MacyChiasson,135,11,31,3.7,2.56,1.95,0.4,45,46,33,64,9,2,-2,0,0
511,JohnnyWalker,205,82,30,3.45,2.78,0.23,0.7,58,42,0,62,18,7,IonCutelaba,205,75,29,4.81,3.39,4.75,0.0,42,48,62,79,16,7,1,1,0
512,HakeemDawodu,145,73,31,5.39,2.72,0.0,0.0,50,59,0,65,13,2,JulianErosa,145,74,33,6.29,6.51,1.69,0.8,48,48,52,61,27,10,0,0,0
513,JailtonAlmeida,205,79,31,3.48,0.49,6.27,2.1,53,12,66,50,16,2,AntonTurkalj,205,78,26,1.4,1.27,1.0,0.0,56,58,68,0,8,0,1,1,0
514,DenisTiuliulin,185,77,34,4.45,6.03,0.0,0.0,37,37,0,33,10,6,JamiePickett,185,80,34,2.89,3.97,1.57,0.2,50,46,47,64,13,7,1,0,1
515,JakeCollier,230,78,34,5.67,4.65,0.81,0.4,43,51,33,67,13,7,ChrisBarnett,265,75,36,3.6,5.59,0.0,0.0,45,37,0,0,22,8,0,0,1
516,NormaDumont,145,67,32,3.67,2.19,1.02,0.0,50,67,45,70,7,2,DanyelleWolf,145,11,39,3.4,5.67,0.0,1.0,28,44,0,0,1,0,-2,0,0
517,ChadAnheliger,135,64,36,3.99,3.33,0.0,1.6,54,50,0,52,12,5,Alatengheili,135,66,31,2.86,5.07,1.73,0.0,33,58,33,72,15,8,0,0,0
518,MelissaMartinez,115,66,25,0.0,0.0,0.0,0.0,0,0,0,0,7,0,EliseReed,115,63,30,2.88,3.82,0.0,0.0,50,52,0,50,5,2,-2,0,0
519,DarianWeeks,170,11,29,5.27,6.07,2.5,0.0,55,49,45,0,5,2,YohanLainesse,170,76,30,4.32,4.69,2.82,1.4,49,60,40,0,8,1,0,0,0
520,CorySandhagen,135,11,30,6.42,4.5,0.71,0.4,44,55,33,67,14,4,SongYadong,135,67,25,4.92,3.78,0.45,0.3,42,59,42,60,19,6,1,0,1
521,ChidiNjokuani,185,80,34,3.76,1.45,0.0,0.5,73,56,0,76,22,7,GregoryRodrigues,185,75,30,6.0,5.73,2.4,0.7,55,53,53,0,12,4,0,0,1
522,AndreFili,145,11,32,3.82,3.92,2.49,0.2,36,52,50,68,21,9,BillAlgeo,145,73,33,5.73,4.18,0.92,0.0,54,43,50,54,16,6,1,0,0
523,JoePyfer,185,75,26,3.45,2.45,2.73,1.4,52,50,0,50,9,2,AlenAmedovski,185,10,34,0.55,3.91,0.0,0.0,25,36,0,0,8,3,1,0,1
524,TannerBoser,255,75,31,4.23,2.16,0.0,0.0,51,63,0,70,20,8,RodrigoNascimento,246,80,30,5.46,6.14,1.71,1.7,57,38,40,0,8,1,0,0,0
525,AnthonyHernandez,185,75,29,4.26,3.93,5.39,2.3,58,46,70,66,9,2,Marc-AndreBarriault,185,74,32,5.79,5.04,0.34,0.2,46,55,25,68,14,5,1,1,0
526,DamonJackson,145,11,34,2.55,2.86,2.47,2.1,41,50,38,40,21,4,PatSabatini,145,70,32,1.69,1.3,3.84,1.9,56,53,44,50,17,3,1,0,1
527,TrevinGiles,170,74,30,3.09,2.2,1.37,0.5,54,59,64,75,14,4,LouisCosce,170,71,27,8.22,9.3,1.07,0.0,48,48,11,0,7,1,1,0,0
528,DeniseGomes,115,63,23,6.87,3.67,0.0,0.0,42,68,0,75,6,1,LomaLookboonmee,115,61,26,4.41,2.81,1.4,0.0,56,54,38,68,6,3,-2,0,0
529,TreyOgden,155,11,33,2.73,4.6,1.0,2.0,45,34,25,0,15,5,DanielZellhuber,155,77,23,7.67,6.4,1.0,0.0,52,53,50,0,12,0,1,0,0
530,MariyaAgapova,125,68,25,4.56,4.37,0.69,0.7,53,51,66,42,10,3,GillianRobertson,125,63,27,2.39,2.78,2.36,0.9,48,50,40,28,10,7,-2,0,0
