,fighter_1,weight_1,reach_1,age_1,slpm_1,sapm_1,td_avg_1,sub_avg_1,strk_acc_1,strk_def_1,td_acc_1,td_def_1,wins_1,losses_1,fighter_2,weight_2,reach_2,age_2,slpm_2,sapm_2,td_avg_2,sub_avg_2,strk_acc_2,strk_def_2,td_acc_2,td_def_2,wins_2,losses_2,result,SUB_OVR,KO_OVR,Fighter_1_Odds,Fighter_2_Odds
102,GianVillante,230.0,76.0,36,4.39,5.48,0.46,0.0,43.0,55.0,23.0,83.0,17.0,13.0,ChrisBarnett,265.0,75.0,35,4.64,8.43,0.0,0.0,38.0,40.0,0.0,0.0,21.0,7.0,0,0,1,-135.0,-110.0
103,DustinJacoby,205.0,76.0,33,4.32,3.36,0.35,0.0,49.0,58.0,40.0,58.0,15.0,5.0,JohnAllan,205.0,75.0,28,2.95,4.01,1.94,1.2,43.0,52.0,71.0,50.0,13.0,6.0,1,0,0,-400.0,290.0
104,MelsikBaghdasaryan,145.0,70.0,29,6.69,3.76,0.0,0.0,62.0,52.0,0.0,66.0,6.0,1.0,BrunoSouza,145.0,10.0,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1,0,0,-420.0,280.0
105,MaxHolloway,145.0,11.0,30,7.26,4.58,0.21,0.3,46.0,60.0,71.0,84.0,22.0,6.0,YairRodriguez,145.0,11.0,29,4.33,3.13,0.9,0.9,45.0,57.0,29.0,63.0,14.0,2.0,1,0,0,-833.0,425.0
106,BenRothwell,265.0,78.0,40,3.71,4.57,0.68,0.4,42.0,47.0,35.0,70.0,39.0,13.0,MarcosRogeriodeLima,253.0,75.0,36,3.24,2.11,1.14,0.6,54.0,53.0,66.0,43.0,18.0,8.0,0,0,1,-178.0,130.0
107,MiguelBaeza,170.0,74.0,29,5.3,5.09,0.57,0.9,49.0,52.0,40.0,0.0,10.0,1.0,KhaosWilliams,170.0,77.0,27,5.2,3.59,0.0,0.0,38.0,50.0,0.0,0.0,12.0,2.0,0,0,1,-160.0,110.0
108,SongYadong,135.0,67.0,24,4.91,3.9,0.49,0.3,42.0,57.0,42.0,60.0,17.0,5.0,JulioArce,145.0,70.0,32,4.31,2.94,0.52,0.5,36.0,67.0,30.0,93.0,17.0,4.0,1,0,1,-152.0,110.0
109,ThiagoMoises,155.0,70.0,26,2.49,3.81,1.03,1.2,37.0,58.0,35.0,60.0,15.0,5.0,JoelAlvarez,155.0,77.0,28,2.84,3.31,0.0,1.6,37.0,53.0,0.0,0.0,18.0,2.0,0,0,1,-290.0,195.0
110,SeanWoodson,145.0,78.0,29,5.27,3.94,0.0,0.6,43.0,57.0,0.0,81.0,8.0,1.0,CollinAnglin,145.0,71.0,28,5.18,4.4,2.75,0.0,54.0,52.0,80.0,0.0,8.0,2.0,1,0,1,-405.0,250.0
111,MarcDiakiese,155.0,10.0,28,3.08,2.79,2.16,0.0,39.0,54.0,36.0,62.0,14.0,4.0,RafaelAlves,155.0,68.0,31,2.01,3.71,0.0,1.3,46.0,56.0,0.0,50.0,19.0,10.0,0,1,0,-284.0,185.0
112,MichaelChiesa,170.0,75.0,34,1.87,1.72,3.62,1.1,40.0,54.0,53.0,68.0,18.0,5.0,SeanBrady,170.0,10.0,29,4.72,3.6,2.69,1.2,55.0,63.0,60.0,0.0,14.0,0.0,0,0,0,140.0,-200.0
113,RaniYahya,135.0,67.0,37,1.57,1.7,2.89,2.0,37.0,50.0,33.0,24.0,27.0,10.0,KyungHoKang,135.0,73.0,34,2.52,2.43,2.53,1.1,44.0,58.0,59.0,71.0,17.0,8.0,1,0,0,-112.0,-127.0
114,DaveyGrant,135.0,69.0,36,4.21,3.25,2.07,0.2,47.0,56.0,46.0,60.0,13.0,5.0,AdrianYanez,135.0,70.0,28,6.13,4.8,0.0,0.0,38.0,55.0,0.0,0.0,14.0,3.0,0,0,0,225.0,-333.0
115,PatSabatini,145.0,70.0,31,1.6,1.72,0.89,2.7,50.0,54.0,16.0,0.0,15.0,3.0,TuckerLutz,145.0,72.0,27,5.09,3.67,2.33,0.3,52.0,45.0,63.0,84.0,12.0,1.0,1,0,0,-145.0,120.0
116,RafaGarcia,155.0,70.0,27,4.13,6.63,2.5,0.5,34.0,51.0,33.0,0.0,12.0,2.0,NatanLevy,155.0,71.0,30,1.65,0.82,2.75,2.8,60.0,57.0,0.0,0.0,6.0,0.0,1,0,0,-120.0,-112.0
117,ShayilanNuerdanbieke,145.0,69.0,27,1.13,3.53,2.0,0.0,26.0,49.0,14.0,0.0,19.0,7.0,SeanSoriano,145.0,70.0,32,3.49,2.5,1.08,0.0,61.0,54.0,42.0,53.0,14.0,7.0,1,0,0,240.0,-300.0
118,RobFont,135.0,71.0,34,5.58,3.57,1.2,0.6,43.0,61.0,40.0,53.0,19.0,4.0,JoseAldo,135.0,70.0,35,3.63,3.59,0.55,0.1,45.0,61.0,56.0,91.0,30.0,7.0,0,0,0,-152.0,105.0
119,BradRiddell,155.0,71.0,30,4.75,3.18,2.0,0.0,53.0,54.0,42.0,62.0,10.0,1.0,RafaelFiziev,155.0,71.0,28,5.34,5.76,0.59,0.0,52.0,50.0,50.0,0.0,10.0,1.0,0,0,1,-105.0,-142.0
120,JimmyCrute,205.0,74.0,25,4.26,2.71,4.97,2.1,56.0,50.0,80.0,60.0,12.0,2.0,JamahalHill,205.0,79.0,30,7.5,3.6,0.0,0.0,52.0,45.0,0.0,57.0,8.0,1.0,0,0,1,-200.0,140.0
121,ClayGuida,155.0,70.0,40,2.53,2.71,3.24,0.7,34.0,62.0,38.0,68.0,36.0,18.0,LeonardoSantos,155.0,75.0,41,2.65,2.77,1.07,0.3,44.0,58.0,29.0,89.0,18.0,5.0,1,1,0,162.0,-235.0
122,BrendanAllen,185.0,75.0,26,4.1,4.24,1.29,1.6,52.0,45.0,45.0,50.0,17.0,4.0,ChrisCurtis,185.0,10.0,34,6.54,6.85,0.0,0.0,67.0,55.0,0.0,0.0,27.0,8.0,0,0,1,-375.0,255.0
123,AlexMorono,170.0,11.0,31,5.14,3.89,0.38,0.4,42.0,56.0,25.0,52.0,20.0,7.0,MickeyGall,170.0,74.0,29,2.6,3.68,1.32,2.4,46.0,44.0,28.0,36.0,7.0,3.0,1,0,0,-270.0,180.0
124,MakiPitolo,185.0,10.0,31,4.2,3.71,2.42,0.5,44.0,56.0,52.0,55.0,13.0,8.0,DuskoTodorovic,185.0,74.0,27,5.71,5.18,0.35,0.0,54.0,48.0,5.0,50.0,10.0,2.0,0,0,1,125.0,-187.0
125,ManelKape,125.0,68.0,28,3.71,4.23,0.86,0.0,47.0,49.0,28.0,80.0,16.0,6.0,ZhalgasZhumagulov,125.0,66.0,33,4.21,4.09,1.4,0.5,49.0,60.0,21.0,50.0,14.0,5.0,1,0,1,-357.0,210.0
126,BryanBarberena,170.0,72.0,32,5.26,4.45,0.21,0.4,48.0,46.0,25.0,58.0,15.0,8.0,DarianWeeks,170.0,11.0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1,0,0,-155.0,108.0
127,AlonzoMenifield,205.0,76.0,34,4.13,3.36,0.56,0.3,54.0,53.0,25.0,85.0,11.0,2.0,WilliamKnight,205.0,10.0,33,3.55,2.65,2.36,0.3,72.0,34.0,53.0,40.0,10.0,2.0,0,0,0,-175.0,130.0
128,ClaudioPuelles,155.0,10.0,25,1.76,3.02,3.35,0.9,47.0,49.0,47.0,62.0,11.0,2.0,ChrisGruetzemacher,155.0,68.0,35,6.93,5.35,0.0,0.0,56.0,54.0,0.0,61.0,15.0,4.0,1,1,0,-135.0,-118.0
129,LouisSmolka,135.0,68.0,30,4.44,3.74,1.84,1.9,46.0,53.0,37.0,31.0,17.0,7.0,VinceMorales,135.0,70.0,31,4.39,4.06,0.2,0.0,39.0,55.0,25.0,50.0,10.0,5.0,0,0,1,-177.0,125.0
130,CharlesOliveira,155.0,10.0,32,3.26,3.01,2.64,2.7,52.0,53.0,44.0,57.0,31.0,8.0,DustinPoirier,155.0,72.0,32,5.62,4.19,1.5,1.2,50.0,54.0,36.0,61.0,28.0,6.0,1,1,0,110.0,-143.0
131,GeoffNeal,170.0,11.0,31,4.42,4.68,0.6,0.2,48.0,62.0,50.0,87.0,13.0,4.0,SantiagoPonzinibbio,170.0,73.0,35,4.65,4.38,0.46,0.0,40.0,63.0,36.0,60.0,29.0,4.0,1,0,0,-105.0,-139.0
132,KaiKara-France,125.0,69.0,28,5.02,3.84,0.53,0.0,39.0,66.0,23.0,86.0,22.0,9.0,CodyGarbrandt,125.0,65.0,30,3.17,4.14,1.05,0.0,38.0,61.0,32.0,83.0,12.0,4.0,1,0,1,110.0,-155.0
133,RaulianPaiva,135.0,69.0,26,4.24,4.9,0.62,0.2,43.0,50.0,27.0,75.0,21.0,3.0,SeanO'Malley,135.0,11.0,27,8.25,3.59,0.63,0.6,62.0,65.0,50.0,60.0,14.0,1.0,0,0,1,235.0,-375.0
134,JoshEmmett,145.0,70.0,36,4.32,4.02,1.43,0.1,39.0,63.0,47.0,50.0,16.0,2.0,DanIge,145.0,71.0,30,3.82,3.41,1.38,0.4,46.0,56.0,25.0,55.0,15.0,4.0,1,0,0,-155.0,107.0
135,PedroMunhoz,135.0,65.0,35,5.55,6.02,0.62,0.7,43.0,57.0,21.0,80.0,19.0,6.0,DominickCruz,135.0,68.0,36,3.65,2.42,2.99,0.1,32.0,72.0,46.0,83.0,23.0,3.0,0,0,0,-125.0,-118.0
136,AugustoSakai,265.0,77.0,30,5.1,3.98,0.14,0.0,48.0,50.0,50.0,66.0,15.0,3.0,TaiTuivasa,264.0,75.0,28,4.48,3.48,0.0,0.0,50.0,51.0,0.0,46.0,13.0,3.0,0,0,1,-111.0,-120.0
137,JordanWright,185.0,77.0,30,7.13,7.49,0.0,0.0,60.0,39.0,0.0,0.0,12.0,1.0,BrunoSilva,185.0,74.0,32,5.13,1.96,0.0,0.0,59.0,37.0,0.0,68.0,21.0,6.0,0,0,1,240.0,-375.0
138,AndreMuniz,185.0,78.0,31,2.16,1.9,3.12,2.3,58.0,45.0,40.0,40.0,21.0,4.0,ErykAnders,185.0,75.0,34,3.2,3.96,1.47,0.1,47.0,51.0,32.0,76.0,14.0,5.0,1,1,0,-200.0,150.0
139,RyanHall,145.0,10.0,36,2.3,1.22,0.29,0.9,44.0,70.0,11.0,0.0,8.0,2.0,DarrickMinner,145.0,69.0,31,2.96,1.63,3.11,4.0,66.0,40.0,70.0,57.0,26.0,12.0,1,0,0,-286.0,143.0
140,RandyCosta,135.0,73.0,27,8.64,6.86,0.0,0.0,46.0,62.0,0.0,0.0,6.0,2.0,TonyKelley,135.0,70.0,34,4.57,4.77,0.0,2.0,47.0,43.0,0.0,50.0,7.0,2.0,0,0,1,-210.0,150.0
141,DerrickLewis,260.0,79.0,36,2.49,2.48,0.49,0.0,50.0,41.0,25.0,55.0,25.0,8.0,ChrisDaukaus,250.0,76.0,32,9.03,3.4,0.0,0.0,53.0,64.0,0.0,0.0,12.0,3.0,1,0,1,110.0,-155.0
142,StephenThompson,170.0,75.0,38,4.06,2.75,0.3,0.0,43.0,58.0,45.0,73.0,16.0,5.0,BelalMuhammad,170.0,11.0,33,4.61,3.8,1.8,0.2,42.0,60.0,28.0,91.0,19.0,3.0,0,0,0,-240.0,175.0
143,RaphaelAssuncao,135.0,66.0,39,3.26,2.33,1.48,0.3,40.0,68.0,38.0,80.0,27.0,8.0,RickySimon,135.0,69.0,29,3.08,3.13,6.93,0.4,42.0,64.0,54.0,72.0,18.0,3.0,0,0,1,210.0,-350.0
144,CubSwanson,145.0,70.0,38,4.63,3.66,1.08,0.5,50.0,60.0,51.0,60.0,27.0,12.0,DarrenElkins,145.0,10.0,37,3.46,3.05,2.67,1.1,38.0,52.0,33.0,56.0,27.0,9.0,1,0,1,-190.0,130.0
145,DustinStoltzfus,185.0,75.0,30,3.68,4.0,0.48,0.5,41.0,46.0,9.0,50.0,13.0,3.0,GeraldMeerschaert,185.0,77.0,34,3.41,3.75,2.58,1.8,44.0,52.0,40.0,43.0,33.0,14.0,0,1,0,175.0,-265.0
146,JustinTafa,264.0,74.0,28,5.15,6.12,0.0,0.0,55.0,49.0,0.0,0.0,4.0,3.0,HarryHunsucker,241.0,75.0,32,4.33,8.44,0.0,0.0,51.0,41.0,0.0,0.0,7.0,4.0,1,0,1,-350.0,250.0
147,CharlesJourdain,145.0,69.0,26,5.07,4.72,0.0,0.6,46.0,59.0,0.0,50.0,11.0,4.0,AndreEwell,145.0,75.0,33,4.35,4.3,0.27,0.1,41.0,53.0,66.0,70.0,17.0,8.0,1,0,0,-235.0,163.0
148,Don'TaleMayes,260.0,81.0,29,4.13,4.46,0.23,0.0,45.0,43.0,20.0,59.0,8.0,4.0,JoshParisian,265.0,79.0,32,6.53,6.13,0.43,0.4,50.0,43.0,14.0,66.0,14.0,4.0,1,0,1,-200.0,145.0
149,JordanLeavitt,155.0,71.0,26,1.33,1.12,3.06,0.8,60.0,46.0,40.0,0.0,8.0,1.0,MattSayles,155.0,68.0,27,5.44,3.13,0.0,0.4,42.0,61.0,0.0,81.0,8.0,3.0,1,1,0,-150.0,108.0
150,FrancisNgannou,250.0,83.0,36,2.54,2.04,0.2,0.4,41.0,45.0,33.0,72.0,16.0,3.0,CirylGane,245.0,81.0,32,5.37,2.4,0.71,0.3,57.0,62.0,20.0,0.0,10.0,0.0,1,0,0,-110.0,-110.0
151,BrandonMoreno,125.0,70.0,29,3.44,3.29,2.05,0.8,39.0,58.0,47.0,65.0,19.0,5.0,DeivesonFigueiredo,125.0,68.0,35,3.24,3.4,1.54,2.1,56.0,49.0,52.0,58.0,20.0,2.0,0,0,0,-105.0,-125.0
152,MichelPereira,170.0,73.0,29,4.22,3.28,2.01,0.8,55.0,58.0,62.0,0.0,26.0,11.0,AndreFialho,170.0,74.0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,1,0,0,-310.0,215.0
153,CodyStamann,145.0,64.0,33,4.03,3.36,2.8,0.0,46.0,63.0,44.0,75.0,19.0,4.0,SaidNurmagomedov,135.0,70.0,30,4.65,2.37,0.45,0.0,46.0,60.0,7.0,71.0,14.0,2.0,0,1,0,150.0,-200.0
154,RaoniBarcelos,135.0,67.0,35,5.39,4.36,1.79,0.6,52.0,66.0,56.0,92.0,16.0,2.0,VictorHenry,135.0,68.0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,5.0,0,0,0,-600.0,333.0
155,MichaelMorales,170.0,79.0,23,3.53,3.47,4.0,0.0,43.0,34.0,50.0,0.0,12.0,0.0,TrevinGiles,185.0,74.0,30,3.14,2.01,1.27,0.3,54.0,60.0,80.0,75.0,14.0,3.0,1,0,1,-120.0,-125.0
156,JackDellaMaddalena,170.0,11.0,26,7.2,4.27,0.0,0.0,47.0,65.0,0.0,75.0,10.0,2.0,PeteRodriguez,170.0,71.0,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1,0,1,-450.0,260.0
157,TonyGravely,135.0,69.0,31,4.14,3.27,5.57,0.6,54.0,46.0,48.0,50.0,21.0,7.0,SaimonOliveira,135.0,72.0,31,3.13,3.13,3.0,0.0,41.0,55.0,42.0,0.0,18.0,3.0,1,0,0,-290.0,195.0
158,MattFrevola,155.0,71.0,32,2.73,3.49,2.58,1.1,37.0,58.0,37.0,40.0,8.0,3.0,GenaroValdez,155.0,72.0,30,6.28,9.77,0.47,2.6,39.0,50.0,50.0,0.0,10.0,0.0,1,0,1,-227.0,163.0
159,JackHermansson,185.0,77.0,34,4.86,3.36,2.09,0.6,45.0,54.0,36.0,75.0,22.0,6.0,SeanStrickland,185.0,76.0,31,5.45,3.73,1.32,0.3,40.0,66.0,61.0,82.0,24.0,3.0,0,0,0,180.0,-250.0
160,PunaheleSoriano,185.0,11.0,30,4.44,4.2,1.58,0.0,43.0,54.0,66.0,0.0,8.0,1.0,NickMaximov,185.0,76.0,25,1.7,1.1,3.0,0.0,49.0,49.0,30.0,0.0,7.0,0.0,0,0,0,-200.0,150.0
161,ShavkatRakhmonov,170.0,77.0,28,2.87,1.27,1.27,2.5,56.0,53.0,33.0,0.0,14.0,0.0,CarlstonHarris,170.0,76.0,35,5.27,1.27,0.0,2.7,49.0,77.0,0.0,0.0,17.0,4.0,1,0,1,-280.0,180.0
162,SamAlvey,185.0,75.0,36,3.29,3.52,0.07,0.1,44.0,53.0,16.0,81.0,33.0,16.0,BrendanAllen,185.0,75.0,27,4.32,4.72,1.15,1.6,53.0,42.0,35.0,50.0,17.0,5.0,0,1,0,285.0,-455.0
163,TreseanGore,185.0,75.0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,BryanBattle,185.0,77.0,28,6.34,6.21,2.07,2.1,52.0,40.0,0.0,66.0,7.0,1.0,0,0,0,-175.0,-115.0
164,JulianErosa,145.0,74.0,33,5.55,5.9,1.45,0.9,47.0,50.0,50.0,58.0,26.0,10.0,StevenPeterson,145.0,10.0,32,4.43,5.29,1.87,0.6,37.0,55.0,30.0,70.0,19.0,9.0,1,0,0,-350.0,225.0
165,MilesJohns,135.0,66.0,28,4.03,2.5,0.99,0.0,53.0,71.0,30.0,92.0,12.0,1.0,JohnCastaneda,135.0,71.0,31,4.17,5.07,0.86,0.0,49.0,55.0,25.0,60.0,18.0,5.0,0,1,0,-250.0,145.0
166,HakeemDawodu,145.0,73.0,31,4.72,2.39,0.0,0.0,46.0,62.0,0.0,67.0,12.0,2.0,MichaelTrizano,145.0,11.0,31,3.22,2.36,0.29,0.9,53.0,58.0,50.0,71.0,10.0,1.0,1,0,0,-200.0,135.0
167,ChidiNjokuani,185.0,80.0,34,3.54,1.47,0.0,0.0,70.0,59.0,0.0,78.0,20.0,7.0,Marc-AndreBarriault,185.0,74.0,32,5.8,4.94,0.35,0.0,46.0,56.0,25.0,70.0,13.0,4.0,1,0,1,-115.0,-125.0
168,JailtonAlmeida,205.0,79.0,31,0.29,1.03,6.6,2.2,25.0,12.0,60.0,50.0,14.0,2.0,DaniloMarques,205.0,77.0,37,1.56,1.88,4.26,0.8,79.0,56.0,28.0,0.0,11.0,3.0,1,0,1,-455.0,290.0
169,JasonWitt,170.0,10.0,36,2.63,3.1,6.46,1.3,49.0,50.0,45.0,0.0,19.0,7.0,PhilRowe,170.0,80.0,32,4.97,4.54,0.87,0.0,56.0,52.0,33.0,50.0,8.0,3.0,0,0,1,105.0,-152.0
170,MalcolmGordon,125.0,71.0,32,2.4,2.4,1.47,0.0,46.0,46.0,18.0,0.0,13.0,5.0,DenysBondar,125.0,69.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,1,0,1,190.0,-350.0
171,IsraelAdesanya,185.0,80.0,33,3.94,2.59,0.0,0.2,50.0,62.0,0.0,80.0,21.0,1.0,RobertWhittaker,185.0,73.0,32,4.68,3.34,0.64,0.0,41.0,61.0,34.0,83.0,24.0,5.0,1,0,0,-333.0,210.0
172,DerrickLewis,260.0,79.0,37,2.52,2.48,0.48,0.0,50.0,41.0,25.0,55.0,26.0,8.0,TaiTuivasa,264.0,75.0,29,4.63,3.51,0.0,0.0,52.0,49.0,0.0,50.0,14.0,3.0,0,0,1,-200.0,145.0
173,JaredCannonier,185.0,11.0,38,3.6,3.19,0.12,0.0,49.0,64.0,33.0,62.0,14.0,5.0,DerekBrunson,185.0,77.0,38,3.45,2.68,3.15,0.5,47.0,53.0,34.0,94.0,23.0,7.0,1,0,1,-175.0,130.0
174,BobbyGreen,155.0,10.0,36,5.51,3.56,1.45,0.3,51.0,62.0,39.0,72.0,28.0,12.0,NasratHaqparast,155.0,10.0,27,5.19,3.48,0.16,0.0,46.0,71.0,14.0,78.0,13.0,4.0,1,0,0,-165.0,120.0
175,AndreiArlovski,240.0,77.0,43,3.7,3.03,0.43,0.2,44.0,57.0,36.0,78.0,32.0,20.0,JaredVanderaa,265.0,80.0,30,4.5,5.24,0.4,0.0,50.0,39.0,0.0,20.0,12.0,6.0,1,0,0,-185.0,120.0
176,KylerPhillips,135.0,72.0,27,5.2,3.15,3.2,0.3,49.0,60.0,55.0,69.0,9.0,2.0,MarceloRojo,135.0,71.0,34,5.1,7.3,1.03,0.0,36.0,51.0,50.0,0.0,16.0,8.0,1,1,0,-600.0,260.0
177,CarlosUlberg,205.0,77.0,32,5.07,8.6,0.0,0.0,62.0,47.0,0.0,0.0,5.0,1.0,FabioCherant,205.0,74.0,28,2.01,5.57,0.0,0.0,47.0,34.0,0.0,0.0,7.0,3.0,1,0,0,-280.0,165.0
178,DouglasSilvadeAndrade,135.0,68.0,37,3.79,4.22,0.69,0.0,38.0,58.0,50.0,66.0,27.0,4.0,SergeyMorozov,135.0,67.0,33,2.41,2.45,3.81,0.0,42.0,64.0,37.0,58.0,17.0,4.0,1,1,0,165.0,-235.0
179,WilliamKnight,205.0,10.0,34,3.58,2.72,2.05,0.2,65.0,36.0,47.0,45.0,11.0,2.0,MaximGrishin,205.0,78.0,38,2.95,2.33,0.38,0.0,44.0,56.0,33.0,66.0,31.0,9.0,0,0,0,140.0,-182.0
180,JohnnyWalker,205.0,82.0,30,3.42,2.81,0.24,0.7,59.0,40.0,0.0,62.0,18.0,6.0,JamahalHill,205.0,79.0,31,7.45,3.68,0.0,0.0,51.0,45.0,0.0,60.0,9.0,1.0,0,0,1,170.0,-300.0
181,KyleDaukaus,185.0,76.0,29,3.19,2.61,1.88,1.9,53.0,40.0,27.0,85.0,10.0,2.0,JamiePickett,185.0,80.0,34,3.02,4.17,1.68,0.2,50.0,46.0,50.0,68.0,13.0,6.0,1,1,0,-345.0,220.0
182,ParkerPorter,265.0,75.0,37,8.48,7.51,1.42,0.7,51.0,52.0,30.0,0.0,12.0,6.0,AlanBaudot,243.0,79.0,34,7.81,8.06,0.0,0.0,61.0,39.0,0.0,75.0,8.0,2.0,1,0,0,-303.0,200.0
183,JoaquinBuckley,185.0,10.0,28,4.16,4.21,0.8,0.0,37.0,51.0,16.0,0.0,13.0,4.0,AbdulRazakAlhassan,185.0,10.0,37,3.71,4.23,0.53,0.0,48.0,53.0,28.0,55.0,11.0,4.0,1,0,0,-178.0,125.0
184,GabrielBenitez,145.0,71.0,34,4.35,3.8,0.15,1.2,39.0,65.0,50.0,56.0,22.0,10.0,DavidOnama,145.0,11.0,28,6.0,5.8,0.0,0.0,58.0,44.0,0.0,42.0,8.0,1.0,0,0,1,142.0,-200.0
185,ChasSkelly,145.0,11.0,37,2.02,3.35,1.71,2.4,40.0,48.0,34.0,33.0,18.0,3.0,MarkStriegl,145.0,70.0,34,3.53,1.18,0.0,0.0,42.0,25.0,0.0,0.0,18.0,3.0,1,0,1,-225.0,160.0
186,ChadAnheliger,135.0,64.0,36,3.13,2.07,0.0,1.0,60.0,52.0,0.0,58.0,11.0,5.0,JesseStrader,135.0,70.0,31,7.12,7.63,0.0,0.0,56.0,42.0,0.0,0.0,5.0,2.0,1,0,1,-295.0,195.0
187,JonathanPearce,145.0,71.0,30,6.79,5.23,7.17,1.0,53.0,46.0,57.0,75.0,11.0,4.0,ChristianRodriguez,145.0,71.0,25,5.2,3.13,0.0,0.0,40.0,60.0,0.0,80.0,7.0,0.0,1,0,0,-460.0,270.0
188,MarioBautista,135.0,69.0,29,5.71,4.78,0.48,0.0,45.0,54.0,33.0,70.0,8.0,2.0,JayPerrin,135.0,67.0,29,2.87,2.6,4.0,0.0,44.0,47.0,80.0,80.0,10.0,4.0,1,0,0,-400.0,260.0
189,IslamMakhachev,155.0,10.0,31,2.21,0.79,3.37,1.3,58.0,70.0,66.0,88.0,21.0,1.0,BobbyGreen,155.0,10.0,36,5.93,3.65,1.36,0.3,51.0,62.0,38.0,72.0,29.0,12.0,1,0,1,-1250.0,500.0
190,MishaCirkunov,185.0,77.0,35,3.77,3.08,4.48,1.7,49.0,59.0,44.0,70.0,15.0,7.0,WellingtonTurman,185.0,72.0,26,3.04,3.96,2.22,0.6,47.0,43.0,22.0,0.0,17.0,5.0,0,1,0,-172.0,115.0
191,ArmanTsarukyan,155.0,72.0,26,3.59,1.4,3.38,0.0,46.0,62.0,34.0,78.0,17.0,2.0,JoelAlvarez,155.0,77.0,29,3.99,3.34,0.0,1.5,43.0,53.0,0.0,0.0,19.0,2.0,1,0,1,-350.0,195.0
192,ArmenPetrosyan,185.0,71.0,32,4.49,1.12,0.0,0.0,57.0,54.0,0.0,40.0,6.0,1.0,GregoryRodrigues,185.0,75.0,30,5.99,4.35,2.94,0.0,57.0,58.0,50.0,0.0,11.0,3.0,1,0,0,110.0,-200.0
193,AlejandroPerez,135.0,67.0,33,3.45,2.97,0.61,0.4,35.0,63.0,23.0,70.0,23.0,8.0,JonathanMartinez,135.0,70.0,28,4.53,3.86,0.42,0.0,46.0,58.0,37.0,72.0,14.0,4.0,0,0,0,185.0,-335.0
194,VictorAltamirano,125.0,70.0,31,6.67,4.87,4.0,0.0,57.0,48.0,50.0,68.0,10.0,1.0,CarlosHernandez,125.0,67.0,29,5.13,3.47,0.0,1.0,46.0,49.0,0.0,68.0,7.0,1.0,0,0,0,-115.0,-182.0
195,ColbyCovington,170.0,11.0,34,4.14,3.09,4.1,0.1,38.0,55.0,46.0,72.0,16.0,3.0,JorgeMasvidal,170.0,11.0,38,4.22,3.01,1.54,0.3,48.0,65.0,59.0,75.0,35.0,15.0,1,0,0,-357.0,240.0
196,RafaelDosAnjos,155.0,70.0,38,3.49,3.22,1.93,0.6,46.0,61.0,37.0,58.0,30.0,13.0,RenatoMoicano,155.0,11.0,33,5.12,3.58,2.14,0.8,47.0,64.0,53.0,80.0,16.0,4.0,1,0,0,-200.0,145.0
197,EdsonBarboza,145.0,11.0,36,4.11,4.19,0.4,0.1,44.0,59.0,44.0,78.0,22.0,10.0,BryceMitchell,145.0,10.0,28,2.29,1.46,3.26,2.3,61.0,60.0,46.0,33.0,14.0,1.0,0,0,0,130.0,-184.0
198,KevinHolland,185.0,81.0,30,3.67,2.34,0.9,0.5,54.0,56.0,45.0,50.0,21.0,7.0,AlexOliveira,170.0,11.0,34,2.97,2.38,2.27,0.5,51.0,47.0,37.0,63.0,22.0,11.0,1,0,1,-650.0,285.0
199,SergheiSpivac,260.0,78.0,27,3.71,3.22,2.72,0.2,49.0,55.0,57.0,70.0,13.0,3.0,GregHardy,265.0,80.0,34,4.84,3.22,0.2,0.0,50.0,56.0,33.0,80.0,7.0,4.0,1,0,1,-205.0,142.0
200,JalinTurner,155.0,77.0,27,6.2,4.12,0.98,1.9,47.0,45.0,75.0,78.0,11.0,5.0,JamieMullarkey,155.0,74.0,28,3.03,4.45,3.5,0.4,40.0,45.0,32.0,66.0,14.0,4.0,1,0,1,-161.0,120.0
201,BrianKelleher,145.0,66.0,36,3.49,4.63,1.87,0.8,41.0,55.0,42.0,60.0,24.0,12.0,UmarNurmagomedov,145.0,69.0,26,2.89,0.81,8.67,1.7,60.0,76.0,45.0,0.0,13.0,0.0,0,1,0,560.0,-1500.0
202,DevonteSmith,155.0,76.0,29,5.1,3.86,0.53,0.5,52.0,54.0,0.0,80.0,11.0,3.0,LudovitKlein,155.0,72.0,27,3.35,4.58,2.1,0.0,52.0,45.0,44.0,50.0,17.0,4.0,1,0,0,-161.0,116.0
203,DustinJacoby,205.0,76.0,34,5.2,3.63,0.3,0.0,48.0,58.0,40.0,58.0,16.0,5.0,MichalOleksiejczuk,205.0,74.0,27,4.8,3.74,0.64,0.0,53.0,65.0,40.0,47.0,16.0,4.0,1,0,0,-222.0,152.0
